"","lhs","op","rhs","exo","est","se","z","pvalue","std.lv","std.all","std.nox"
"104","biomass","~","z_prod",0,0.229418877863231,0.162396172159988,1.41271111758235,0.157740681333088,0.229418877863231,0.226761438820915,0.226761438820915
"105","tlw","~","NPP",0,-0.19567109002865,0.227167600213185,-0.861351221939319,0.389044632490265,-0.19567109002865,-0.195566358070609,-0.195566358070609
"106","tlw","~","ER_log",0,0.184097982760931,0.227167691913343,0.810405657645887,0.417707067268888,0.184097982760931,0.18399937097528,0.18399937097528
"107","z_prod","~","NPP",0,0.880443688357909,0.192451943562074,4.57487553548103,4.76503179092092e-06,0.880443688357909,0.880443726560682,0.880443726560682
"108","z_prod","~","T_time",0,-0.178659693896513,0.192452021248653,-0.928333684090959,0.353234506476647,-0.178659693896513,-0.178659629529552,-0.178659629529552
"109","NPP","~","T_time",0,0.639455849579159,0.181214578726435,3.52872188359908,0.000417571724419696,0.639455849579159,0.639455591451773,0.639455591451773
"110","ER_log","~~","T_time",0,0,0,NA,NA,0,0,0
"111","biomass","~~","biomass",0,0.377218894108229,0.12573963136941,3,0.00269979606326021,0.377218894108229,0.390208515023298,0.390208515023298
"112","tlw","~~","tlw",0,0.877287868888636,0.292429289629545,3,0.00269979606326021,0.877287868888636,0.9278980310717,0.9278980310717
"113","z_prod","~~","z_prod",0,0.372179431672113,0.124059810557371,2.99999999999999,0.00269979606326021,0.372179431672113,0.394071990490679,0.394071990490679
"114","NPP","~~","NPP",0,0.558258392279436,0.186086130759812,3,0.00269979606326021,0.558258392279436,0.591096546561063,0.591096546561063
"115","ER_log","~~","ER_log",0,0.944444600169213,0.314814866723071,3,0.00269979606326021,0.944444600169213,1,1
"116","T_time","~~","T_time",0,0.944444600169213,0.314814866723071,3,0.00269979606326021,0.944444600169213,1,1
"117","biomass","r2","biomass",0,0.609791484976702,NA,NA,NA,NA,NA,NA
"118","tlw","r2","tlw",0,0.0721019689283003,NA,NA,NA,NA,NA,NA
"119","z_prod","r2","z_prod",0,0.605928009509321,NA,NA,NA,NA,NA,NA
"120","NPP","r2","NPP",0,0.408903453438937,NA,NA,NA,NA,NA,NA
"121","biomass","~","tlw",0,-0.0703623113654802,0.162933489518949,-0.431846832552477,0.66585273901596,-0.0703623113654802,-0.070170999022708,-0.070170999022708
"122","biomass","~","ER_log",0,-0.518638888526844,0.160982032625146,-3.22171909541308,0.0012742399655532,-0.518638888526844,-0.517191740401353,-0.517191740401353
"123","biomass","~","T_time",0,-0.476173144187785,0.170886103117141,-2.78649425261557,0.005328156292981,-0.476173144187785,-0.474844487412783,-0.474844487412783
"124","biomass","~","z_prod",0,0.0186697405320219,0.171846676601656,0.108641848077742,0.913486567215767,0.0186697405320219,0.0186176451063988,0.0186176451063988
"125","tlw","~","NPP",0,-0.181802141141861,0.219857848022031,-0.826907671377024,0.408289394971867,-0.181802141141861,-0.181789135916103,-0.181789135916103
"126","tlw","~","ER_log",0,-0.0184824290497006,0.219857843561852,-0.0840653612819642,0.933004464818469,-0.0184824290497006,-0.0184811072830832,-0.0184811072830832
"127","z_prod","~","NPP",0,0.878325808491749,0.1581832501597,5.55258415543366,2.81477130492647e-08,0.878325808491749,0.878325866502963,0.878325866502963
"128","z_prod","~","T_time",0,-0.149493278923497,0.158183246950692,-0.945063916724987,0.344626245539566,-0.149493278923497,-0.14949329182987,-0.14949329182987
"129","NPP","~","T_time",0,0.548062447549319,0.187033087047847,2.93029675230198,0.00338638441483541,0.548062447549319,0.54806245866767,0.54806245866767
"130","ER_log","~~","T_time",0,0,0,NA,NA,0,0,0
"131","biomass","~~","biomass",0,0.492216744989021,0.155652601663958,3.16227766016838,0.0015654022580025,0.492216744989021,0.51523554220789,0.51523554220789
"132","tlw","~~","tlw",0,0.918411892858649,0.290427341161987,3.16227766016837,0.0015654022580025,0.918411892858649,0.966611158736468,0.966611158736468
"133","z_prod","~~","z_prod",0,0.332614700877889,0.105182003802974,3.16227766016837,0.0015654022580025,0.332614700877889,0.350120822344443,0.350120822344443
"134","NPP","~~","NPP",0,0.664646091567859,0.210179548728327,3.16227766016838,0.0015654022580025,0.664646091567859,0.699627541399148,0.699627541399148
"135","ER_log","~~","ER_log",0,0.949999934544533,0.30041635701716,3.16227766016838,0.0015654022580025,0.949999934544533,1,1
"136","T_time","~~","T_time",0,0.949999934544533,0.30041635701716,3.16227766016838,0.0015654022580025,0.949999934544533,1,1
"137","biomass","r2","biomass",0,0.48476445779211,NA,NA,NA,NA,NA,NA
"138","tlw","r2","tlw",0,0.0333888412635324,NA,NA,NA,NA,NA,NA
"139","z_prod","r2","z_prod",0,0.649879177655557,NA,NA,NA,NA,NA,NA
"140","NPP","r2","NPP",0,0.300372458600852,NA,NA,NA,NA,NA,NA
"141","biomass","~","tlw",0,-0.31471609556368,0.194608158333371,-1.61717832519929,0.10583979359036,-0.31471609556368,-0.312032494456507,-0.312032494456507
"142","biomass","~","ER_log",0,-0.570832223265806,0.188405588602731,-3.02980515333572,0.00244711555846688,-0.570832223265806,-0.540551679920408,-0.540551679920408
"143","biomass","~","T_time",0,-0.687805650349038,0.162009916842933,-4.24545400523757,2.18151256654586e-05,-0.687805650349038,-0.651320098273072,-0.651320098273072
"144","biomass","~","z_prod",0,-0.0449042184881614,0.168063377652279,-0.267186219362244,0.789325785939565,-0.0449042184881614,-0.0425222077830259,-0.0425222077830259
"145","tlw","~","NPP",0,-0.473369465637605,0.165704569556892,-2.85670737326939,0.00428060279379516,-0.473369465637605,-0.452114089079347,-0.452114089079347
"146","tlw","~","ER_log",0,-0.543635921958948,0.165704542158877,-3.28075449759074,0.00103529816102932,-0.543635921958948,-0.519225505927005,-0.519225505927005
"147","z_prod","~","NPP",0,0.903014657212418,0.15663994064606,5.76490678870245,8.17029843780404e-09,0.903014657212418,0.903014669078687,0.903014669078687
"148","z_prod","~","T_time",0,-0.41404999117653,0.156639914746813,-2.64332364995081,0.00820965191572687,-0.41404999117653,-0.41405006507754,-0.41405006507754
"149","NPP","~","T_time",0,0.499542837002877,0.189039756880983,2.64252792769609,0.00822896785533267,0.499542837002877,0.499542919598576,0.499542919598576
"150","ER_log","~~","T_time",0,0,0,NA,NA,0,0,0
"151","biomass","~~","biomass",0,0.486077481136954,0.150006767361135,3.24037034920393,0.00119374544487205,0.486077481136954,0.457669849792328,0.457669849792328
"152","tlw","~~","tlw",0,0.549159878821103,0.169474417933745,3.24037034920394,0.00119374544487205,0.549159878821103,0.525997724450798,0.525997724450798
"153","z_prod","~~","z_prod",0,0.368265121805233,0.11364908393749,3.24037034920394,0.00119374544487205,0.368265121805233,0.38667853495269,0.38667853495269
"154","NPP","~~","NPP",0,0.714720558465717,0.220567552916074,3.24037034920394,0.00119374544487205,0.714720558465717,0.750456871478931,0.750456871478931
"155","ER_log","~~","ER_log",0,0.952380905520533,0.293911128323498,3.24037034920393,0.00119374544487205,0.952380905520533,1,1
"156","T_time","~~","T_time",0,0.952380905520533,0.293911128323498,3.24037034920393,0.00119374544487205,0.952380905520533,1,1
"157","biomass","r2","biomass",0,0.542330150207672,NA,NA,NA,NA,NA,NA
"158","tlw","r2","tlw",0,0.474002275549202,NA,NA,NA,NA,NA,NA
"159","z_prod","r2","z_prod",0,0.61332146504731,NA,NA,NA,NA,NA,NA
"160","NPP","r2","NPP",0,0.249543128521069,NA,NA,NA,NA,NA,NA
