"Family","Genus","Species","lme","fao","Subspecies"
"Moridae","Halargyreus","johnsonii","24",27,""
"Sternoptychidae","Argyropelecus","","24",27,""
"Etmopteridae","Centroscyllium","fabricii","24",27,""
"Trachichthyidae","Hoplostethus","mediterraneus mediterraneus","24",27,"mediterraneus"
"Macrouridae","Nezumia","sclerorhynchus","24",27,""
"Serranidae","Serranus","scriba","24",27,""
"Syngnathidae","Hippocampus","guttulatus","24",27,""
"Triglidae","Trigla","lyra","24",27,""
"Syngnathidae","Entelurus","aequoreus","24",27,""
"Lotidae","Gaidropsarus","macrophthalmus","25",27,""
"Mullidae","Mullus","surmuletus","25",27,""
"Berycidae","Beryx","splendens","25",27,""
"Chimaeridae","Chimaera","monstrosa","25",27,""
"Paralepididae","Arctozenus","risso","25",27,""
"Sparidae","Diplodus","vulgaris","24",27,""
"Chlorophthalmidae","Chlorophthalmus","agassizi","24",27,""
"Gobiidae","Pomatoschistus","norvegicus","24",27,""
"Myxinidae","Myxine","glutinosa","24",27,""
"Scomberesocidae","Scomberesox","saurus saurus","24",27,"saurus"
"Myctophidae","Myctophum","punctatum","24",27,""
"Paralepididae","Arctozenus","risso","24",27,""
"Ammodytidae","Ammodytes","marinus","24",27,""
"Gobiidae","Pomatoschistus","lozanoi","24",27,""
"Scorpaenidae","Scorpaena","notata","24",27,""
"Blenniidae","Blennius","ocellaris","25",27,""
"Somniosidae","Scymnodon","ringens","25",27,""
"Stichaeidae","Chirolophis","ascanii","24",27,""
"Ammodytidae","Ammodytes","tobianus","25",27,""
"Lotidae","Enchelyopus","cimbrius","25",27,""
"Myctophidae","Ceratoscopelus","maderensis","25",27,""
"Moridae","Halargyreus","johnsonii","25",27,""
"Parazenidae","Cyttopsis","rosea","24",27,""
"Molidae","Mola","mola","24",27,""
"Myctophidae","Lampanyctus","crocodilus","25",27,""
"Moridae","Mora","moro","25",27,""
"Synaphobranchidae","Synaphobranchus","kaupii","25",27,""
"Macrouridae","Coelorinchus","caelorhincus","24",27,""
"Gadidae","Melanogrammus","aeglefinus","25",27,""
"Myctophidae","Myctophum","punctatum","25",27,""
"Stomiidae","Stomias","boa boa","25",27,"boa"
"Macrouridae","Coelorinchus","caelorhincus","25",27,""
"Trichiuridae","Lepidopus","caudatus","25",27,""
"Myctophidae","Ceratoscopelus","maderensis","24",27,""
"Paralepididae","Macroparalepis","affinis","24",27,""
"Sternoptychidae","Argyropelecus","hemigymnus","24",27,""
"Stomiidae","Stomias","boa boa","24",27,"boa"
"Macrouridae","Trachyrincus","scabrus","24",27,""
"Myctophidae","Myctophum","","24",27,""
"Dalatiidae","Dalatias","licha","25",27,""
"Trachichthyidae","Hoplostethus","mediterraneus mediterraneus","25",27,"mediterraneus"
"Gobiidae","Pomatoschistus","","25",27,""
"Gadidae","Pollachius","pollachius","25",27,""
"Sparidae","Pagellus","acarne","25",27,""
"Scorpaenidae","Scorpaena","notata","25",27,""
"Sparidae","Spondyliosoma","cantharus","25",27,""
"Rajidae","Raja","montagui","25",27,""
"Triglidae","Chelidonichthys","obscurus","25",27,""
"Berycidae","Beryx","decadactylus","25",27,""
"Myctophidae","Myctophum","","25",27,""
"Scombridae","Scomber","japonicus","24",27,""
"Scombridae","Scomber","japonicus","25",27,""
"Lotidae","Molva","dypterygia","24",27,""
"Chlorophthalmidae","Chlorophthalmus","agassizi","25",27,""
"Bothidae","Arnoglossus","imperialis","25",27,""
"Scorpaenidae","Scorpaena","scrofa","25",27,""
"Sciaenidae","Umbrina","canariensis","25",27,""
"Scombridae","Scomber","colias","24",27,""
"Phosichthyidae","Polymetme","thaeocoryla","24",27,""
"Gobiidae","Buenia","jeffreysii","24",27,""
"Clupeidae","Spratelloides","lewisi","24",27,""
"Somniosidae","Scymnodon","ringens","24",27,""
"Centrophoridae","Deania","profundorum","24",27,""
"Paralepididae","Lestidiops","jayakari jayakari","24",27,"jayakari"
"Myctophidae","Benthosema","glaciale","24",27,""
"Macrouridae","Nezumia","aequalis","25",27,""
"Etmopteridae","Etmopterus","princeps","25",27,""
"Centrophoridae","Deania","profundorum","25",27,""
"Macrouridae","Trachyrincus","scabrus","25",27,""
"Paralepididae","Lestidiops","jayakari jayakari","25",27,"jayakari"
"Myctophidae","Benthosema","glaciale","25",27,""
"Phosichthyidae","Polymetme","thaeocoryla","25",27,""
"Bramidae","Brama","brama","25",27,""
"Scombridae","Scomber","colias","25",27,""
"Serranidae","Serranus","cabrilla","25",27,""
"Triglidae","Chelidonichthys","lastoviza","25",27,""
"Moronidae","Dicentrarchus","labrax","25",27,""
"Soleidae","Microchirus","","24",27,""
"Dasyatidae","Dasyatis","tortonesei","24",27,""
"Labridae","Symphodus","melops","24",27,""
"Engraulidae","Engraulis","albidus","24",27,""
"Mugilidae","Chelon","auratus","24",27,""
"Gobiesocidae","Lepadogaster","","24",27,""
"Argentinidae",NA,"","24",27,""
"Ammodytidae",NA,"","24",27,""
"Macrouridae",NA,"","24",27,""
"Syngnathidae",NA,"","24",27,""
"Scorpaenidae",NA,"","24",27,""
"Pholidae","Pholis","gunnellus","24",27,""
"Blenniidae","Parablennius","gattorugine","24",27,""
"Mullidae","Mullus","barbatus barbatus","24",27,"barbatus"
"Lotidae","Gaidropsarus","","24",27,""
"Cyclopteridae","Cyclopterus","lumpus","24",27,""
"Zoarcidae",NA,"","24",27,""
"Sparidae",NA,"","24",27,""
"Gobiesocidae","Diplecogaster","bimaculata bimaculata","24",27,"bimaculata"
"Pentanchidae","Galeus","murinus","24",27,""
"Rajidae","Amblyraja","radiata","24",27,""
"Cyprinidae","Abramis","","24",27,""
"Cottidae","Micrenophrys","lilljeborgii","24",27,""
"Cottidae",NA,"","24",27,""
"Pleuronectidae","Hippoglossus","hippoglossus","24",27,""
"Bramidae","Brama","brama","24",27,""
"Syngnathidae","Nerophis","","24",27,""
"Lotidae","Brosme","brosme","24",27,""
"Rajidae","Rostroraja","alba","24",27,""
"Myctophidae","Lampanyctus","","24",27,""
"Petromyzontidae","Lampetra","fluviatilis","24",27,""
"Notacanthidae",NA,"","24",27,""
"Somniosidae","Centroscymnus","coelolepis","24",27,""
"Labridae",NA,"","24",27,""
"Epigonidae","Epigonus","telescopus","24",27,""
"Notacanthidae","Notacanthus","bonaparte","24",27,""
"Callionymidae",NA,"","24",27,""
"Percidae","Sander","lucioperca","24",27,""
"Cottidae","Triglops","murrayi","24",27,""
"Macrouridae","Nezumia","aequalis","24",27,""
"Stomiidae","Chauliodus","sloani","24",27,""
"Trichiuridae","Aphanopus","carbo","24",27,""
"Centrolophidae","Centrolophus","niger","24",27,""
"Centrophoridae","Centrophorus","squamosus","24",27,""
"Macrouridae","Trachyrincus","murrayi","24",27,""
"Hexanchidae","Heptranchias","perlo","24",27,""
"Scophthalmidae","Zeugopterus","regius","24",27,""
"Mullidae",NA,"","24",27,""
"Mullidae","Mullus","","24",27,""
"Sebastidae","Sebastes","","24",27,""
"Macrouridae","Coelorinchus","labiatus","24",27,""
"Balistidae","Balistes","","24",27,""
"Somniosidae","Centroscymnus","crepidater","24",27,""
"Chimaeridae","Hydrolagus","mirabilis","24",27,""
"Paralepididae","Magnisudis","atlantica","24",27,""
"Gasterosteidae","Spinachia","spinachia","24",27,""
"Chimaeridae","Chimaera","opalescens","24",27,""
"Stichaeidae","Lumpenus","lampretaeformis","24",27,""
"Petromyzontidae",NA,"","24",27,""
"Ammodytidae","Hyperoplus","","24",27,""
"Salmonidae","Salmo","","24",27,""
"Arhynchobatidae","Bathyraja","brachyurops","24",27,""
"Salmonidae","Salmo","trutta trutta","24",27,"trutta"
"Clupeidae","Alosa","","25",27,""
"Serranidae","Serranus","hepatus","25",27,""
"Carangidae","Trachurus","picturatus","25",27,""
"Triglidae","Lepidotrigla","","25",27,""
"Centriscidae","Macroramphosus","","25",27,""
"Citharidae","Citharus","linguatula","25",27,""
"Engraulidae","Engraulis","","25",27,""
"Sparidae","Pagrus","pagrus","25",27,""
"Ammodytidae","Hyperoplus","lanceolatus","25",27,""
"Rajidae","Raja","brachyura","25",27,""
"Sparidae","Pagellus","erythrinus","25",27,""
"Mugilidae","Chelon","auratus","25",27,""
"Sparidae","Diplodus","vulgaris","25",27,""
"Parazenidae","Cyttopsis","rosea","25",27,""
"Callionymidae","Synchiropus","phaeton","25",27,""
"Clupeidae","Sprattus","sprattus","25",27,""
"Serranidae","Anthias","anthias","25",27,""
"Bothidae","Arnoglossus","thori","25",27,""
"Sparidae","Spicara","maena","25",27,""
"Sparidae","Pagellus","bogaraveo","25",27,""
"Molidae","Mola","mola","25",27,""
"Scorpaenidae","Scorpaena","","25",27,""
"Atherinidae","Atherina","presbyter","25",27,""
"Bothidae","Arnoglossus","rueppelii","25",27,""
"Rajidae","Raja","miraletus","25",27,""
"Sparidae","Sarpa","salpa","25",27,""
"Callanthiidae","Callanthias","ruber","25",27,""
"Rajidae","Raja","undulata","25",27,""
"Chaunacidae","Chaunax","pictus","25",27,""
"Carangidae","Trachurus","mediterraneus","25",27,""
"Mullidae","Mullus","barbatus barbatus","25",27,"barbatus"
"Sparidae","Diplodus","bellottii","25",27,""
"Sparidae","Pagrus","auriga","25",27,""
"Tetraodontidae","Sphoeroides","pachygaster","25",27,""
"Cynoglossidae","Symphurus","nigrescens","25",27,""
"Scophthalmidae","Scophthalmus","maximus","25",27,""
"Sparidae","Diplodus","annularis","25",27,""
"Phycidae","Phycis","phycis","25",27,""
"Trachinidae","Echiichthys","vipera","25",27,""
"Triglidae","Lepidotrigla","dieuzeidei","25",27,""
"Triglidae","Lepidotrigla","cavillone","25",27,""
"Sparidae","Sparus","aurata","25",27,""
"Pentanchidae","Galeus","atlanticus","25",27,""
"Uranoscopidae","Uranoscopus","scaber","25",27,""
"Scophthalmidae","Scophthalmus","rhombus","25",27,""
"Sparidae","Pagellus","bellottii","25",27,""
"Gadidae","Melanogrammus","aeglefinus","60",27,""
"Argentinidae","Argentina","","60",27,""
"Pleuronectidae","Hippoglossoides","platessoides","60",27,""
"Triglidae","Eutrigla","gurnardus","60",27,""
"Pleuronectidae","Microstomus","kitt","60",27,""
"Lophiidae","Lophius","piscatorius","60",27,""
"Gadidae","Pollachius","virens","60",27,""
"Sternoptychidae","Maurolicus","muelleri","60",27,""
"Scophthalmidae","Lepidorhombus","whiffiagonis","60",27,""
"Gadidae","Micromesistius","poutassou","60",27,""
"Soleidae","Microchirus","variegatus","60",27,""
"Sebastidae","Sebastes","viviparus","60",27,""
"Gadidae","Gadiculus","argenteus","60",27,""
"Sebastidae","Helicolenus","dactylopterus","60",27,""
"Lotidae","Brosme","brosme","60",27,""
"Phycidae","Phycis","blennoides","60",27,""
"Callionymidae","Callionymus","","60",27,""
"Bothidae","Arnoglossus","laterna","60",27,""
"Lotidae","Molva","molva","60",27,""
"Pleuronectidae","Glyptocephalus","cynoglossus","60",27,""
"Anarhichadidae","Anarhichas","lupus","60",27,""
"Rajidae","Dipturus","","60",27,""
"Sternoptychidae","Argyropelecus","olfersii","60",27,""
"Rajidae","Raja","clavata","60",27,""
"Squalidae","Squalus","acanthias","60",27,""
"Callionymidae","Callionymus","lyra","60",27,""
"Ammodytidae","Ammodytes","marinus","60",27,""
"Scombridae","Scomber","scombrus","60",27,""
"Gadidae","Gadus","morhua","60",27,""
"Soleidae","Buglossidium","luteum","60",27,""
"Gadidae","Trisopterus","minutus","60",27,""
"Rajidae","Leucoraja","fullonica","60",27,""
"Carangidae","Trachurus","trachurus","60",27,""
"Carapidae","Echiodon","drummondii","60",27,""
"Gobiidae","Pomatoschistus","","60",27,""
"Syngnathidae","Entelurus","aequoreus","60",27,""
"Bothidae","Arnoglossus","imperialis","60",27,""
"Pleuronectidae","Hippoglossus","hippoglossus","60",27,""
"Cottidae","Triglops","murrayi","60",27,""
"Scophthalmidae","Phrynorhombus","norvegicus","60",27,""
"Syngnathidae",NA,"","60",27,""
"Gadidae","Merlangius","merlangus","60",27,""
"Clupeidae","Clupea","harengus","60",27,""
"Caproidae","Capros","aper","60",27,""
"Lotidae","Gaidropsarus","macrophthalmus","60",27,""
"Ammodytidae","Gymnammodytes","semisquamatus","60",27,""
"Centrolophidae","Schedophilus","medusophagus","60",27,""
"Bramidae","Brama","brama","60",27,""
"Rajidae","Leucoraja","circularis","60",27,""
"Pleuronectidae","Limanda","limanda","60",27,""
"Rajidae","Leucoraja","naevus","60",27,""
"Stichaeidae","Chirolophis","ascanii","60",27,""
"Congridae","Conger","conger","60",27,""
"Gobiidae",NA,"","60",27,""
"Triglidae","Chelidonichthys","cuculus","60",27,""
"Scophthalmidae","Scophthalmus","maximus","60",27,""
"Ammodytidae",NA,"","60",27,""
"Merlucciidae","Merluccius","merluccius","60",27,""
"Phycidae",NA,"","60",27,""
"Trachipteridae","Trachipterus","arcticus","60",27,""
"Stomiidae","Chauliodus","sloani","60",27,""
"Chimaeridae","Chimaera","monstrosa","60",27,""
"Pentanchidae","Galeus","melastomus","60",27,""
"Etmopteridae","Etmopterus","spinax","60",27,""
"Scophthalmidae","Lepidorhombus","boscii","60",27,""
"Lotidae","Molva","dypterygia","60",27,""
"Macrouridae","Malacocephalus","laevis","60",27,""
"Macrouridae","Coelorinchus","caelorhincus","60",27,""
"Rajidae","Dipturus","oxyrinchus","60",27,""
"Myctophidae",NA,"","60",27,""
"Lophiidae","Lophius","budegassa","60",27,""
"Blenniidae","Parablennius","gattorugine","60",27,""
"Moridae","Mora","moro","60",27,""
"Triglidae","Trigla","lyra","60",27,""
"Rajidae","Dipturus","nidarosiensis","60",27,""
"Lotidae","Gaidropsarus","vulgaris","60",27,""
"Zoarcidae","Zoarces","viviparus","24",27,""
"Gasterosteidae","Gasterosteus","aculeatus aculeatus","24",27,"aculeatus"
"Sebastidae","Sebastes","viviparus","24",27,""
"Anarhichadidae","Anarhichas","lupus","24",27,""
"Gobiidae","Crystallogobius","linearis","24",27,""
"Anguillidae","Anguilla","","24",27,""
"Trachipteridae","Trachipterus","arcticus","24",27,""
"Phycidae",NA,"","24",27,""
"Anguillidae","Anguilla","","22",27,""
"Triglidae",NA,"","24",27,""
"Zeidae","Zenopsis","conchifer","24",27,""
"Stomiidae","Stomias","boa ferox","24",27,"ferox"
"Phycidae",NA,"","22",27,""
"Gadidae","Gadus","morhua","8",27,""
"Pleuronectidae","Glyptocephalus","cynoglossus","8",27,""
"Pleuronectidae","Hippoglossoides","platessoides","8",27,""
"Rajidae","Amblyraja","radiata","8",27,""
"Zoarcidae","Lycodes","vahlii","8",27,""
"Pleuronectidae","Hippoglossus","hippoglossus","8",27,""
"Sebastidae","Sebastes","","8",27,""
"Pleuronectidae","Reinhardtius","hippoglossoides","8",27,""
"Gadidae","Melanogrammus","aeglefinus","8",27,""
"Scombridae","Scomber","scombrus","8",27,""
"Merlucciidae","Merluccius","bilinearis","8",27,""
"Gadidae","Pollachius","virens","8",27,""
"Anarhichadidae","Anarhichas","lupus","8",27,""
"Clupeidae","Alosa","pseudoharengus","8",27,""
"Lophiidae","Lophius","americanus","8",27,""
"Phycidae","Urophycis","tenuis","8",27,""
"Squalidae","Squalus","acanthias","8",27,""
"Pleuronectidae","Limanda","ferruginea","8",27,""
"Cottidae","Myoxocephalus","octodecemspinosus","8",27,""
"Macrouridae","Nezumia","bairdii","8",27,""
"Phycidae","Phycis","chesteri","8",27,""
"Zoarcidae","Lycodes","","8",27,""
"Rajidae","Malacoraja","senta","8",27,""
"Rajidae","Leucoraja","ocellata","8",27,""
"Pleuronectidae","Pseudopleuronectes","americanus","8",27,""
"Lotidae","Brosme","brosme","8",27,""
"Phycidae","Urophycis","chuss","8",27,""
"Zoarcidae","Zoarces","americanus","8",27,""
"Scophthalmidae","Scophthalmus","aquosus","8",27,""
"Merlucciidae","Merluccius","albidus","8",27,""
"Gadidae","Gadus","morhua","7",27,""
"Gadidae","Melanogrammus","aeglefinus","7",27,""
"Pleuronectidae","Hippoglossoides","platessoides","7",27,""
"Rajidae","Amblyraja","radiata","7",27,""
"Clupeidae","Clupea","harengus","7",27,""
"Anarhichadidae","Anarhichas","lupus","7",27,""
"Pleuronectidae","Hippoglossus","hippoglossus","7",27,""
"Pleuronectidae","Limanda","ferruginea","7",27,""
"Cottidae","Myoxocephalus","octodecemspinosus","7",27,""
"Rajidae","Leucoraja","ocellata","7",27,""
"Scombridae","Scomber","scombrus","7",27,""
"Gadidae","Pollachius","virens","7",27,""
"Squalidae","Squalus","acanthias","7",27,""
"Lotidae","Brosme","brosme","7",27,""
"Clupeidae","Alosa","pseudoharengus","7",27,""
"Phycidae","Urophycis","tenuis","7",27,""
"Merlucciidae","Merluccius","bilinearis","7",27,""
"Argentinidae","Argentina","","7",27,""
"Sebastidae","Sebastes","","7",27,""
"Rajidae","Malacoraja","senta","7",27,""
"Argentinidae","Argentina","","8",27,""
"Pleuronectidae","Pseudopleuronectes","americanus","7",27,""
"Clupeidae","Clupea","harengus","8",27,""
"Rajidae","Leucoraja","erinacea","8",27,""
"Anarhichadidae","Anarhichas","minor","8",27,""
"Cyclopteridae","Cyclopterus","lumpus","8",27,""
"Clupeidae","Alosa","sapidissima","8",27,""
"Ammodytidae","Ammodytes","dubius","8",27,""
"Zoarcidae","Lycodes","vahlii","7",27,""
"Etmopteridae","Centroscyllium","fabricii","8",27,""
"Zoarcidae","Lycodes","reticulatus","8",27,""
"Pleuronectidae","Glyptocephalus","cynoglossus","7",27,""
"Clupeidae","Alosa","sapidissima","7",27,""
"Lophiidae","Lophius","americanus","7",27,""
"Cottidae","Triglops","murrayi","8",27,""
"Sebastidae","Helicolenus","dactylopterus","7",27,""
"Lotidae","Enchelyopus","cimbrius","8",27,""
"Cyclopteridae","Cyclopterus","lumpus","7",27,""
"Zoarcidae","Zoarces","americanus","7",27,""
"Scophthalmidae","Scophthalmus","aquosus","7",27,""
"Myxinidae","Myxine","glutinosa","7",27,""
"Myxinidae","Myxine","glutinosa","8",27,""
"Rajidae","Leucoraja","erinacea","7",27,""
"Phycidae","Urophycis","chuss","7",27,""
"Sebastidae","Helicolenus","dactylopterus","8",27,""
"Zoarcidae","Lycenchelys","paxillus","8",27,""
"Malacanthidae","Lopholatilus","chamaeleonticeps","8",27,""
"Anarhichadidae","Anarhichas","denticulatus","8",27,""
"Synaphobranchidae","Synaphobranchus","kaupii","8",27,""
"Phycidae","Phycis","chesteri","7",27,""
"Zoarcidae","Lycenchelys","verrillii","8",27,""
"Macrouridae","Coryphaenoides","rupestris","8",27,""
"Stromateidae","Peprilus","triacanthus","7",27,""
"Cryptacanthodidae","Cryptacanthodes","maculatus","7",27,""
"Zeidae","Zenopsis","conchifer","8",27,""
"Osmeridae","Mallotus","villosus","8",27,""
"Paralepididae","Arctozenus","risso","8",27,""
"Cryptacanthodidae","Cryptacanthodes","maculatus","8",27,""
"Paralichthyidae","Hippoglossina","oblonga","7",27,""
"Macrouridae","Nezumia","bairdii","7",27,""
"Paralichthyidae","Citharichthys","arctifrons","8",27,""
"Cottidae","Artediellus","uncinatus","8",27,""
"Stichaeidae","Ulvaria","subbifurcata","8",27,""
"Cyclopteridae","Eumicrotremus","spinosus","8",27,""
"Agonidae","Aspidophoroides","monopterygius","8",27,""
"Cottidae","Artediellus","atlanticus","8",27,""
"Cottidae","Myoxocephalus","scorpius","8",27,""
"Stichaeidae","Lumpenus","lampretaeformis","8",27,""
"Psychrolutidae","Cottunculus","microps","8",27,""
"Agonidae","Leptagonus","decagonus","8",27,""
"Stichaeidae","Ulvaria","subbifurcata","7",27,""
"Liparidae","Liparis","inquilinus","8",27,""
"Stichaeidae","Lumpenus","fabricii","8",27,""
"Gadidae","Microgadus","tomcod","7",27,""
"Agonidae","Aspidophoroides","monopterygius","7",27,""
"Lotidae","Enchelyopus","cimbrius","7",27,""
"Stromateidae","Peprilus","triacanthus","8",27,""
"Cottidae","Triglops","murrayi","7",27,""
"Cottidae","Artediellus","atlanticus","7",27,""
"Rajidae","Rajella","fyllae","8",27,""
"Chlorophthalmidae","Chlorophthalmus","agassizi","8",27,""
"Myctophidae",NA,"","8",27,""
"Scomberesocidae","Scomberesox","saurus","8",27,""
"Nemichthyidae","Nemichthys","scolopaceus","8",27,""
"Stomiidae","Stomias","boa","8",27,""
"Synaphobranchidae","Simenchelys","parasitica","8",27,""
"Psychrolutidae","Cottunculus","thomsonii","8",27,""
"Notacanthidae","Notacanthus","bonaparte","8",27,""
"Rhinochimaeridae","Rhinochimaera","atlantica","8",27,""
"Zoarcidae","Melanostigma","atlanticum","8",27,""
"Stomiidae","Chauliodus","sloani","8",27,""
"Pentanchidae","Apristurus","profundorum","8",27,""
"Polynemidae","Pentanemus","quinquarius","8",27,""
"Chlorophthalmidae","Parasudis","truculenta","8",27,""
"Labridae","Tautogolabrus","adspersus","8",27,""
"Zeidae","Zenopsis","conchifer","7",27,""
"Lamnidae","Lamna","nasus","7",27,""
"Rajidae","Dipturus","laevis","7",27,""
"Cottidae","Myoxocephalus","aenaeus","8",27,""
"Osmeridae","Mallotus","villosus","7",27,""
"Pleuronectidae","Reinhardtius","hippoglossoides","7",27,""
"Labridae","Tautogolabrus","adspersus","7",27,""
"Liparidae","Liparis","atlanticus","8",27,""
"Osmeridae","Osmerus","mordax","7",27,""
"Liparidae","Liparis","fabricii","8",27,""
"Stomiidae","Stomias","boa boa","8",27,"boa"
"Liparidae","Paraliparis","copei","8",27,""
"Sternoptychidae",NA,"","8",27,""
"Torpedinidae","Tetronarce","nobiliana","8",27,""
"Callionymidae","Foetorepus","agassizii","8",27,""
"Paralichthyidae","Hippoglossina","oblonga","8",27,""
"Macrouridae","Trachyrincus","murrayi","8",27,""
"Rhinochimaeridae","Harriotta","raleighana","8",27,""
"Synaphobranchidae",NA,"","8",27,""
"Paralepididae","Magnisudis","atlantica","8",27,""
"Myctophidae","Myctophum","","8",27,""
"Etmopteridae","Etmopterus","princeps","8",27,""
"Paralichthyidae","Citharichthys","arctifrons","7",27,""
"Ogcocephalidae","Dibranchus","atlanticus","8",27,""
"Clupeidae","Alosa","aestivalis","7",27,""
"Cottidae","Icelus","bicornis","8",27,""
"Sternoptychidae","Argyropelecus","aculeatus","8",27,""
"Gadidae","Micromesistius","poutassou","8",27,""
"Stichaeidae","Leptoclinus","maculatus","8",27,""
"Macrouridae","Malacocephalus","occidentalis","8",27,""
"Liparidae","Liparis","","8",27,""
"Zoarcidae","Lycodes","terraenovae","8",27,""
"Liparidae","Liparis","gibbus","8",27,""
"Liparidae","Liparis","coheni","8",27,""
"Macrouridae","Macrourus","berglax","8",27,""
"Zoarcidae","Lycodes","esmarkii","8",27,""
"Stichaeidae","Eumesogrammus","praecisus","8",27,""
"Ammodytidae","Ammodytes","","8",27,""
"Cottidae","Artediellus","","8",27,""
"Scomberesocidae","Scomberesox","saurus saurus","8",27,"saurus"
"Stichaeidae","Lumpenus","lampretaeformis","7",27,""
"Ammodytidae",NA,"","8",27,""
"Petromyzontidae","Petromyzon","marinus","7",27,""
"Cottidae","Artediellus","","7",27,""
"Liparidae","Careproctus","reinhardti","8",27,""
"Ipnopidae","Bathypterois","dubius","8",27,""
"Ceratiidae","Ceratias","holboelli","8",27,""
"Stomiidae",NA,"","8",27,""
"Zoarcidae","Melanostigma","atlanticum","7",27,""
"Zoarcidae","Lycodes","lavalaei","8",27,""
"Liparidae","Liparis","fabricii","7",27,""
"Cottidae","Artediellus","uncinatus","7",27,""
"Pholidae","Pholis","gunnellus","7",27,""
"Liparidae","Liparis","inquilinus","7",27,""
"Moridae","Antimora","rostrata","8",27,""
"Bathylagidae","Bathylagus","euryops","8",27,""
"Triglidae",NA,"","8",27,""
"Sternoptychidae","Maurolicus","muelleri","8",27,""
"Anguillidae",NA,"","8",27,""
"Sternoptychidae","Sternoptyx","diaphana","8",27,""
"Sternoptychidae","Polyipnus","asteroides","8",27,""
"Liparidae","Careproctus","longipinnis","8",27,""
"Pleuronectidae","Platichthys","flesus","8",27,""
"Phycidae","Urophycis","regia","8",27,""
"Chlorophthalmidae",NA,"","8",27,""
"Agonidae",NA,"","8",27,""
"Cottidae","Icelus","spatula","8",27,""
"Rajidae","Dipturus","laevis","8",27,""
"Anarhichadidae","Anarhichas","minor","7",27,""
"Scomberesocidae","Scomberesox","saurus saurus","7",27,"saurus"
"Ammodytidae","Ammodytes","dubius","7",27,""
"Gadidae","Gadus","macrocephalus","8",27,""
"Cottidae","Icelus","spatula","7",27,""
"Sparidae","Stenotomus","chrysops","7",27,""
"Clupeidae","Brevoortia","tyrannus","7",27,""
"Torpedinidae","Tetronarce","nobiliana","7",27,""
"Clupeidae","Brevoortia","tyrannus","8",27,""
"Notacanthidae","Polyacanthonotus","rissoanus","8",27,""
"Trichiuridae","Benthodesmus","simonyi","8",27,""
"Cynoglossidae","Symphurus","diomedeanus","8",27,""
"Myctophidae","Diaphus","dumerilii","8",27,""
"Callionymidae",NA,"","8",27,""
"Bothidae",NA,"","8",27,""
"Zoarcidae","Gymnelus","viridis","8",27,""
"Cottidae","Gymnocanthus","tricuspis","8",27,""
"Agonidae","Aspidophoroides","olrikii","8",27,""
"Carangidae","Naucrates","ductor","8",27,""
"Agonidae",NA,"","7",27,""
"Peristediidae","Peristedion","miniatum","8",27,""
"Cynoglossidae","Symphurus","","8",27,""
"Merlucciidae","Merluccius","albidus","7",27,""
"Stichaeidae","Stichaeus","punctatus","8",27,""
"Zoarcidae","Lycenchelys","verrillii","7",27,""
"Ogcocephalidae","Halieutichthys","aculeatus","8",27,""
"Paralichthyidae","Paralichthys","dentatus","8",27,""
"Polymixiidae","Polymixia","nobilis","8",27,""
"Pholidae","Pholis","gunnellus","8",27,""
"Liparidae","Liparis","gibbus","7",27,""
"Myctophidae",NA,"","7",27,""
"Chlorophthalmidae","Chlorophthalmus","agassizi","7",27,""
"Polynemidae","Pentanemus","quinquarius","7",27,""
"Sternoptychidae","Maurolicus","muelleri","7",27,""
"Chlorophthalmidae","Parasudis","truculenta","7",27,""
"Stichaeidae","Leptoclinus","maculatus","7",27,""
"Liparidae","Liparis","atlanticus","7",27,""
"Gonostomatidae","Sigmops","elongatus","8",27,""
"Serrivomeridae","Serrivomer","","8",27,""
"Myctophidae","Lampanyctus","pusillus","8",27,""
"Sternoptychidae","Argyropelecus","","8",27,""
"Carangidae","Selene","setapinnis","7",27,""
"Chiasmodontidae","Chiasmodon","niger","8",27,""
"Myctophidae","Benthosema","","8",27,""
"Cyclopteridae","Eumicrotremus","spinosus","7",27,""
"Cottidae","Myoxocephalus","aenaeus","7",27,""
NA,NA,"","7",27,""
"Zoarcidae","Lycodichthys","dearborni","8",27,""
NA,NA,"","7",27,""
"Liparidae","Liparis","tunicatus","7",27,""
"Cottidae","Myoxocephalus","scorpius","7",27,""
"Myctophidae","Myctophum","punctatum","8",27,""
"Myctophidae","Benthosema","glaciale","8",27,""
"Myctophidae","Notoscopelus","resplendens","8",27,""
NA,NA,"","8",27,""
"Trichiuridae","Aphanopus","carbo","8",27,""
"Sternoptychidae","Polyipnus","","8",27,""
"Molidae","Mola","mola","8",27,""
"Chlorophthalmidae",NA,"","7",27,""
"Tetraodontidae","Sphoeroides","maculatus","7",27,""
"Liparidae","Careproctus","ranula","7",27,""
"Cottidae","Triglops","pingelii","8",27,""
"Grammicolepididae","Xenolepidichthys","dalgleishi","8",27,""
"Somniosidae","Centroscymnus","coelolepis","8",27,""
"Alepocephalidae","Xenodermichthys","copei","8",27,""
"Stomiidae","Melanostomias","","8",27,""
"Stomiidae","Malacosteus","niger","8",27,""
"Centriscidae","Macroramphosus","scolopax","8",27,""
"Osmeridae","Osmerus","mordax","8",27,""
"Gasterosteidae","Gasterosteus","aculeatus aculeatus","7",27,"aculeatus"
"Lotidae","Gaidropsarus","ensis","8",27,""
"Centrolophidae","Hyperoglyphe","perciformis","8",27,""
